Election District,County,Borough,Assembly District,City Council District
010/59,Kings,Brooklyn,59,46
011/59,Kings,Brooklyn,59,46
012/59,Kings,Brooklyn,59,46
013/59,Kings,Brooklyn,59,46
014/59,Kings,Brooklyn,59,46
015/59,Kings,Brooklyn,59,46
016/59,Kings,Brooklyn,59,46
017/59,Kings,Brooklyn,59,46
018/59,Kings,Brooklyn,59,46
019/59,Kings,Brooklyn,59,45
020/59,Kings,Brooklyn,59,46
021/59,Kings,Brooklyn,59,46
022/59,Kings,Brooklyn,59,46
023/59,Kings,Brooklyn,59,45
024/59,Kings,Brooklyn,59,46
025/59,Kings,Brooklyn,59,46
026/59,Kings,Brooklyn,59,46
027/59,Kings,Brooklyn,59,46
028/59,Kings,Brooklyn,59,46
029/59,Kings,Brooklyn,59,46
030/59,Kings,Brooklyn,59,46
031/59,Kings,Brooklyn,59,46
032/59,Kings,Brooklyn,59,46
033/59,Kings,Brooklyn,59,46
034/59,Kings,Brooklyn,59,46
035/59,Kings,Brooklyn,59,46
036/59,Kings,Brooklyn,59,46
037/59,Kings,Brooklyn,59,46
038/59,Kings,Brooklyn,59,46
039/59,Kings,Brooklyn,59,46
040/59,Kings,Brooklyn,59,46
041/59,Kings,Brooklyn,59,46
042/59,Kings,Brooklyn,59,46
043/59,Kings,Brooklyn,59,46
044/59,Kings,Brooklyn,59,46
045/59,Kings,Brooklyn,59,46
046/59,Kings,Brooklyn,59,48
047/59,Kings,Brooklyn,59,46
048/59,Kings,Brooklyn,59,48
049/59,Kings,Brooklyn,59,46
050/59,Kings,Brooklyn,59,46
051/59,Kings,Brooklyn,59,46
052/59,Kings,Brooklyn,59,46
053/59,Kings,Brooklyn,59,46
054/59,Kings,Brooklyn,59,46
055/59,Kings,Brooklyn,59,46
056/59,Kings,Brooklyn,59,46
057/59,Kings,Brooklyn,59,46
058/59,Kings,Brooklyn,59,46
059/59,Kings,Brooklyn,59,46
060/59,Kings,Brooklyn,59,46
061/59,Kings,Brooklyn,59,46
062/59,Kings,Brooklyn,59,46
063/59,Kings,Brooklyn,59,46
064/59,Kings,Brooklyn,59,46
065/59,Kings,Brooklyn,59,46
066/59,Kings,Brooklyn,59,46
067/59,Kings,Brooklyn,59,46
068/59,Kings,Brooklyn,59,46
069/59,Kings,Brooklyn,59,46
070/59,Kings,Brooklyn,59,46
071/59,Kings,Brooklyn,59,46
072/59,Kings,Brooklyn,59,46
073/59,Kings,Brooklyn,59,46
074/59,Kings,Brooklyn,59,46
075/59,Kings,Brooklyn,59,46
076/59,Kings,Brooklyn,59,46
077/59,Kings,Brooklyn,59,46
078/59,Kings,Brooklyn,59,46
079/59,Kings,Brooklyn,59,46
080/59,Kings,Brooklyn,59,46
081/59,Kings,Brooklyn,59,46
082/59,Kings,Brooklyn,59,46
083/59,Kings,Brooklyn,59,46
084/59,Kings,Brooklyn,59,46
085/59,Kings,Brooklyn,59,46
001/60,Kings,Brooklyn,60,42
002/60,Kings,Brooklyn,60,42
003/60,Kings,Brooklyn,60,42
004/60,Kings,Brooklyn,60,42
005/60,Kings,Brooklyn,60,42
006/60,Kings,Brooklyn,60,42
007/60,Kings,Brooklyn,60,42
008/60,Kings,Brooklyn,60,42
009/60,Kings,Brooklyn,60,42
010/60,Kings,Brooklyn,60,42
011/60,Kings,Brooklyn,60,37
012/60,Kings,Brooklyn,60,42
013/60,Kings,Brooklyn,60,42
014/60,Kings,Brooklyn,60,42
015/60,Kings,Brooklyn,60,42
016/60,Kings,Brooklyn,60,42
017/60,Kings,Brooklyn,60,42
018/60,Kings,Brooklyn,60,42
019/60,Kings,Brooklyn,60,42
020/60,Kings,Brooklyn,60,42
021/60,Kings,Brooklyn,60,42
022/60,Kings,Brooklyn,60,42
023/60,Kings,Brooklyn,60,37
024/60,Kings,Brooklyn,60,42
025/60,Kings,Brooklyn,60,42
026/60,Kings,Brooklyn,60,42
027/60,Kings,Brooklyn,60,42
028/60,Kings,Brooklyn,60,42
029/60,Kings,Brooklyn,60,42
030/60,Kings,Brooklyn,60,42
031/60,Kings,Brooklyn,60,42
032/60,Kings,Brooklyn,60,42
033/60,Kings,Brooklyn,60,42
034/60,Kings,Brooklyn,60,42
035/60,Kings,Brooklyn,60,42
036/60,Kings,Brooklyn,60,42
037/60,Kings,Brooklyn,60,42
038/60,Kings,Brooklyn,60,42
039/60,Kings,Brooklyn,60,42
040/60,Kings,Brooklyn,60,42
041/60,Kings,Brooklyn,60,42
042/60,Kings,Brooklyn,60,42
043/60,Kings,Brooklyn,60,42
044/60,Kings,Brooklyn,60,42
045/60,Kings,Brooklyn,60,42
046/60,Kings,Brooklyn,60,42
047/60,Kings,Brooklyn,60,42
048/60,Kings,Brooklyn,60,42
049/60,Kings,Brooklyn,60,42
050/60,Kings,Brooklyn,60,42
051/60,Kings,Brooklyn,60,42
052/60,Kings,Brooklyn,60,42
053/60,Kings,Brooklyn,60,42
054/60,Kings,Brooklyn,60,42
055/60,Kings,Brooklyn,60,42
056/60,Kings,Brooklyn,60,42
057/60,Kings,Brooklyn,60,42
058/60,Kings,Brooklyn,60,42
059/60,Kings,Brooklyn,60,42
060/60,Kings,Brooklyn,60,42
061/60,Kings,Brooklyn,60,42
062/60,Kings,Brooklyn,60,42
063/60,Kings,Brooklyn,60,42
064/60,Kings,Brooklyn,60,42
065/60,Kings,Brooklyn,60,42
066/60,Kings,Brooklyn,60,42
067/60,Kings,Brooklyn,60,42
068/60,Kings,Brooklyn,60,42
069/60,Kings,Brooklyn,60,42
070/60,Kings,Brooklyn,60,42
071/60,Kings,Brooklyn,60,42
072/60,Kings,Brooklyn,60,42
073/60,Kings,Brooklyn,60,42
074/60,Kings,Brooklyn,60,42
075/60,Kings,Brooklyn,60,42
076/60,Kings,Brooklyn,60,42
077/60,Kings,Brooklyn,60,42
078/60,Kings,Brooklyn,60,42
079/60,Kings,Brooklyn,60,46
080/60,Kings,Brooklyn,60,42
081/60,Kings,Brooklyn,60,42
082/60,Kings,Brooklyn,60,42
083/60,Kings,Brooklyn,60,42
084/60,Kings,Brooklyn,60,42
085/60,Kings,Brooklyn,60,42
086/60,Kings,Brooklyn,60,42
087/60,Kings,Brooklyn,60,42
088/60,Kings,Brooklyn,60,42
089/60,Kings,Brooklyn,60,42
090/60,Kings,Brooklyn,60,42
091/60,Kings,Brooklyn,60,42
075/64,Kings,Brooklyn,64,43
076/64,Kings,Brooklyn,64,43
077/64,Kings,Brooklyn,64,43
078/64,Kings,Brooklyn,64,43
079/64,Kings,Brooklyn,64,43
080/64,Kings,Brooklyn,64,43
081/64,Kings,Brooklyn,64,43
082/64,Kings,Brooklyn,64,43
083/64,Kings,Brooklyn,64,43
084/64,Kings,Brooklyn,64,43
085/64,Kings,Brooklyn,64,43
086/64,Kings,Brooklyn,64,43
087/64,Kings,Brooklyn,64,43
088/64,Kings,Brooklyn,64,43
089/64,Kings,Brooklyn,64,43
090/64,Kings,Brooklyn,64,43
091/64,Kings,Brooklyn,64,43
092/64,Kings,Brooklyn,64,43
093/64,Kings,Brooklyn,64,43
001/23,Queens,Queens,23,32
002/23,Queens,Queens,23,32
003/23,Queens,Queens,23,32
004/23,Queens,Queens,23,32
005/23,Queens,Queens,23,32
006/23,Queens,Queens,23,32
007/23,Queens,Queens,23,32
008/23,Queens,Queens,23,32
009/23,Queens,Queens,23,32
010/23,Queens,Queens,23,32
011/23,Queens,Queens,23,32
012/23,Queens,Queens,23,32
013/23,Queens,Queens,23,32
014/23,Queens,Queens,23,32
015/23,Queens,Queens,23,32
016/23,Queens,Queens,23,32
017/23,Queens,Queens,23,32
018/23,Queens,Queens,23,32
019/23,Queens,Queens,23,32
021/23,Queens,Queens,23,31
023/23,Queens,Queens,23,31
024/23,Queens,Queens,23,31
025/23,Queens,Queens,23,31
026/23,Queens,Queens,23,31
027/23,Queens,Queens,23,31
028/23,Queens,Queens,23,31
029/23,Queens,Queens,23,31
030/23,Queens,Queens,23,31
031/23,Queens,Queens,23,31
032/23,Queens,Queens,23,31
033/23,Queens,Queens,23,31
034/23,Queens,Queens,23,31
035/23,Queens,Queens,23,31
036/23,Queens,Queens,23,31
037/23,Queens,Queens,23,31
038/23,Queens,Queens,23,31
039/23,Queens,Queens,23,31
040/23,Queens,Queens,23,32
041/23,Queens,Queens,23,32
042/23,Queens,Queens,23,31
043/23,Queens,Queens,23,32
044/23,Queens,Queens,23,32
045/23,Queens,Queens,23,32
046/23,Queens,Queens,23,32
047/23,Queens,Queens,23,32
048/23,Queens,Queens,23,32
049/23,Queens,Queens,23,32
050/23,Queens,Queens,23,32
051/23,Queens,Queens,23,32
052/23,Queens,Queens,23,32
053/23,Queens,Queens,23,32
054/23,Queens,Queens,23,32
055/23,Queens,Queens,23,32
056/23,Queens,Queens,23,32
057/23,Queens,Queens,23,32
058/23,Queens,Queens,23,32
059/23,Queens,Queens,23,32
060/23,Queens,Queens,23,32
061/23,Queens,Queens,23,32
062/23,Queens,Queens,23,32
063/23,Queens,Queens,23,32
064/23,Queens,Queens,23,32
065/23,Queens,Queens,23,32
066/23,Queens,Queens,23,32
067/23,Queens,Queens,23,32
068/23,Queens,Queens,23,32
069/23,Queens,Queens,23,32
070/23,Queens,Queens,23,32
071/23,Queens,Queens,23,31
084/23,Queens,Queens,23,32
085/23,Queens,Queens,23,32
086/23,Queens,Queens,23,32
087/23,Queens,Queens,23,32
088/23,Queens,Queens,23,31
089/23,Queens,Queens,23,32
090/23,Queens,Queens,23,32
091/23,Queens,Queens,23,32
092/23,Queens,Queens,23,32
093/23,Queens,Queens,23,32
001/24,Queens,Queens,24,23
002/24,Queens,Queens,24,23
003/24,Queens,Queens,24,23
004/24,Queens,Queens,24,23
005/24,Queens,Queens,24,23
006/24,Queens,Queens,24,23
007/24,Queens,Queens,24,23
008/24,Queens,Queens,24,23
009/24,Queens,Queens,24,23
010/24,Queens,Queens,24,23
011/24,Queens,Queens,24,23
012/24,Queens,Queens,24,23
013/24,Queens,Queens,24,23
014/24,Queens,Queens,24,23
015/24,Queens,Queens,24,23
016/24,Queens,Queens,24,23
017/24,Queens,Queens,24,23
018/24,Queens,Queens,24,23
019/24,Queens,Queens,24,23
020/24,Queens,Queens,24,23
021/24,Queens,Queens,24,23
022/24,Queens,Queens,24,23
023/24,Queens,Queens,24,23
024/24,Queens,Queens,24,23
025/24,Queens,Queens,24,23
026/24,Queens,Queens,24,29
027/24,Queens,Queens,24,23
028/24,Queens,Queens,24,23
029/24,Queens,Queens,24,23
030/24,Queens,Queens,24,23
031/24,Queens,Queens,24,23
032/24,Queens,Queens,24,23
033/24,Queens,Queens,24,24
034/24,Queens,Queens,24,24
035/24,Queens,Queens,24,24
036/24,Queens,Queens,24,24
037/24,Queens,Queens,24,24
038/24,Queens,Queens,24,24
039/24,Queens,Queens,24,24
040/24,Queens,Queens,24,24
041/24,Queens,Queens,24,24
042/24,Queens,Queens,24,24
043/24,Queens,Queens,24,24
044/24,Queens,Queens,24,24
045/24,Queens,Queens,24,24
046/24,Queens,Queens,24,24
047/24,Queens,Queens,24,24
048/24,Queens,Queens,24,24
049/24,Queens,Queens,24,24
050/24,Queens,Queens,24,24
051/24,Queens,Queens,24,24
052/24,Queens,Queens,24,24
053/24,Queens,Queens,24,24
054/24,Queens,Queens,24,24
055/24,Queens,Queens,24,24
056/24,Queens,Queens,24,24
057/24,Queens,Queens,24,27
058/24,Queens,Queens,24,27
059/24,Queens,Queens,24,23
060/24,Queens,Queens,24,24
061/24,Queens,Queens,24,23
062/24,Queens,Queens,24,24
063/24,Queens,Queens,24,28
064/24,Queens,Queens,24,28
065/24,Queens,Queens,24,29
066/24,Queens,Queens,24,29
067/24,Queens,Queens,24,24
068/24,Queens,Queens,24,29
069/24,Queens,Queens,24,28
070/24,Queens,Queens,24,28
071/24,Queens,Queens,24,28
072/24,Queens,Queens,24,28
073/24,Queens,Queens,24,28
074/24,Queens,Queens,24,28
075/24,Queens,Queens,24,28
076/24,Queens,Queens,24,28
077/24,Queens,Queens,24,28
078/24,Queens,Queens,24,24
079/24,Queens,Queens,24,28
084/24,Queens,Queens,24,23
085/24,Queens,Queens,24,24
086/24,Queens,Queens,24,24
087/24,Queens,Queens,24,29
088/24,Queens,Queens,24,28
089/24,Queens,Queens,24,23
090/24,Queens,Queens,24,24
091/24,Queens,Queens,24,23
001/25,Queens,Queens,25,24
002/25,Queens,Queens,25,24
003/25,Queens,Queens,25,24
004/25,Queens,Queens,25,24
005/25,Queens,Queens,25,24
006/25,Queens,Queens,25,24
007/25,Queens,Queens,25,24
008/25,Queens,Queens,25,24
009/25,Queens,Queens,25,24
010/25,Queens,Queens,25,24
011/25,Queens,Queens,25,24
012/25,Queens,Queens,25,24
013/25,Queens,Queens,25,24
014/25,Queens,Queens,25,24
015/25,Queens,Queens,25,24
016/25,Queens,Queens,25,23
017/25,Queens,Queens,25,23
018/25,Queens,Queens,25,23
019/25,Queens,Queens,25,23
020/25,Queens,Queens,25,23
021/25,Queens,Queens,25,23
022/25,Queens,Queens,25,23
023/25,Queens,Queens,25,23
024/25,Queens,Queens,25,23
025/25,Queens,Queens,25,23
026/25,Queens,Queens,25,23
027/25,Queens,Queens,25,23
028/25,Queens,Queens,25,23
029/25,Queens,Queens,25,23
030/25,Queens,Queens,25,19
031/25,Queens,Queens,25,19
032/25,Queens,Queens,25,19
033/25,Queens,Queens,25,19
034/25,Queens,Queens,25,19
035/25,Queens,Queens,25,20
036/25,Queens,Queens,25,20
037/25,Queens,Queens,25,20
038/25,Queens,Queens,25,20
039/25,Queens,Queens,25,20
040/25,Queens,Queens,25,20
041/25,Queens,Queens,25,20
042/25,Queens,Queens,25,20
043/25,Queens,Queens,25,20
044/25,Queens,Queens,25,20
045/25,Queens,Queens,25,20
046/25,Queens,Queens,25,20
047/25,Queens,Queens,25,20
048/25,Queens,Queens,25,20
049/25,Queens,Queens,25,20
050/25,Queens,Queens,25,20
051/25,Queens,Queens,25,20
052/25,Queens,Queens,25,20
053/25,Queens,Queens,25,20
054/25,Queens,Queens,25,20
055/25,Queens,Queens,25,20
056/25,Queens,Queens,25,20
057/25,Queens,Queens,25,20
058/25,Queens,Queens,25,23
059/25,Queens,Queens,25,24
060/25,Queens,Queens,25,24
061/25,Queens,Queens,25,24
062/25,Queens,Queens,25,24
063/25,Queens,Queens,25,24
064/25,Queens,Queens,25,24
065/25,Queens,Queens,25,23
066/25,Queens,Queens,25,23
068/25,Queens,Queens,25,20
069/25,Queens,Queens,25,24
070/25,Queens,Queens,25,24
071/25,Queens,Queens,25,23
072/25,Queens,Queens,25,23
073/25,Queens,Queens,25,20
074/25,Queens,Queens,25,20
075/25,Queens,Queens,25,23
076/25,Queens,Queens,25,24
077/25,Queens,Queens,25,23
078/25,Queens,Queens,25,19
079/25,Queens,Queens,25,20
001/26,Queens,Queens,26,19
002/26,Queens,Queens,26,19
003/26,Queens,Queens,26,19
004/26,Queens,Queens,26,19
005/26,Queens,Queens,26,19
006/26,Queens,Queens,26,19
007/26,Queens,Queens,26,19
008/26,Queens,Queens,26,19
009/26,Queens,Queens,26,19
010/26,Queens,Queens,26,19
011/26,Queens,Queens,26,19
012/26,Queens,Queens,26,19
013/26,Queens,Queens,26,19
014/26,Queens,Queens,26,19
015/26,Queens,Queens,26,19
016/26,Queens,Queens,26,19
017/26,Queens,Queens,26,19
018/26,Queens,Queens,26,19
019/26,Queens,Queens,26,19
020/26,Queens,Queens,26,19
021/26,Queens,Queens,26,19
022/26,Queens,Queens,26,19
023/26,Queens,Queens,26,19
024/26,Queens,Queens,26,19
025/26,Queens,Queens,26,19
026/26,Queens,Queens,26,19
027/26,Queens,Queens,26,19
028/26,Queens,Queens,26,19
029/26,Queens,Queens,26,19
030/26,Queens,Queens,26,19
031/26,Queens,Queens,26,19
032/26,Queens,Queens,26,19
033/26,Queens,Queens,26,19
034/26,Queens,Queens,26,19
035/26,Queens,Queens,26,19
036/26,Queens,Queens,26,20
037/26,Queens,Queens,26,19
038/26,Queens,Queens,26,19
039/26,Queens,Queens,26,19
040/26,Queens,Queens,26,23
041/26,Queens,Queens,26,19
042/26,Queens,Queens,26,23
043/26,Queens,Queens,26,23
044/26,Queens,Queens,26,23
045/26,Queens,Queens,26,23
046/26,Queens,Queens,26,23
047/26,Queens,Queens,26,23
048/26,Queens,Queens,26,23
049/26,Queens,Queens,26,23
050/26,Queens,Queens,26,19
051/26,Queens,Queens,26,19
052/26,Queens,Queens,26,19
053/26,Queens,Queens,26,19
054/26,Queens,Queens,26,19
055/26,Queens,Queens,26,19
056/26,Queens,Queens,26,19
057/26,Queens,Queens,26,19
058/26,Queens,Queens,26,19
059/26,Queens,Queens,26,19
060/26,Queens,Queens,26,19
061/26,Queens,Queens,26,19
062/26,Queens,Queens,26,19
063/26,Queens,Queens,26,19
064/26,Queens,Queens,26,19
065/26,Queens,Queens,26,19
066/26,Queens,Queens,26,19
067/26,Queens,Queens,26,19
068/26,Queens,Queens,26,19
069/26,Queens,Queens,26,19
070/26,Queens,Queens,26,19
071/26,Queens,Queens,26,23
072/26,Queens,Queens,26,23
073/26,Queens,Queens,26,23
074/26,Queens,Queens,26,23
075/26,Queens,Queens,26,23
076/26,Queens,Queens,26,23
079/26,Queens,Queens,26,19
080/26,Queens,Queens,26,19
081/26,Queens,Queens,26,19
082/26,Queens,Queens,26,19
083/26,Queens,Queens,26,19
084/26,Queens,Queens,26,23
085/26,Queens,Queens,26,19
001/27,Queens,Queens,27,24
002/27,Queens,Queens,27,29
003/27,Queens,Queens,27,29
004/27,Queens,Queens,27,29
005/27,Queens,Queens,27,29
006/27,Queens,Queens,27,29
007/27,Queens,Queens,27,29
008/27,Queens,Queens,27,29
009/27,Queens,Queens,27,29
010/27,Queens,Queens,27,24
011/27,Queens,Queens,27,24
012/27,Queens,Queens,27,24
013/27,Queens,Queens,27,24
014/27,Queens,Queens,27,24
015/27,Queens,Queens,27,24
016/27,Queens,Queens,27,24
017/27,Queens,Queens,27,24
018/27,Queens,Queens,27,29
019/27,Queens,Queens,27,29
020/27,Queens,Queens,27,29
021/27,Queens,Queens,27,29
022/27,Queens,Queens,27,29
023/27,Queens,Queens,27,19
024/27,Queens,Queens,27,24
025/27,Queens,Queens,27,24
026/27,Queens,Queens,27,24
027/27,Queens,Queens,27,24
028/27,Queens,Queens,27,24
029/27,Queens,Queens,27,24
030/27,Queens,Queens,27,24
031/27,Queens,Queens,27,24
032/27,Queens,Queens,27,24
033/27,Queens,Queens,27,24
034/27,Queens,Queens,27,24
035/27,Queens,Queens,27,24
036/27,Queens,Queens,27,24
037/27,Queens,Queens,27,24
038/27,Queens,Queens,27,24
039/27,Queens,Queens,27,24
040/27,Queens,Queens,27,24
041/27,Queens,Queens,27,24
042/27,Queens,Queens,27,24
043/27,Queens,Queens,27,24
044/27,Queens,Queens,27,24
045/27,Queens,Queens,27,24
046/27,Queens,Queens,27,29
047/27,Queens,Queens,27,29
048/27,Queens,Queens,27,29
049/27,Queens,Queens,27,29
050/27,Queens,Queens,27,29
051/27,Queens,Queens,27,19
052/27,Queens,Queens,27,29
053/27,Queens,Queens,27,29
054/27,Queens,Queens,27,29
055/27,Queens,Queens,27,29
056/27,Queens,Queens,27,29
057/27,Queens,Queens,27,19
058/27,Queens,Queens,27,21
059/27,Queens,Queens,27,19
060/27,Queens,Queens,27,19
061/27,Queens,Queens,27,19
062/27,Queens,Queens,27,19
063/27,Queens,Queens,27,19
064/27,Queens,Queens,27,19
065/27,Queens,Queens,27,19
066/27,Queens,Queens,27,19
067/27,Queens,Queens,27,19
068/27,Queens,Queens,27,19
079/27,Queens,Queens,27,24
080/27,Queens,Queens,27,24
081/27,Queens,Queens,27,19
082/27,Queens,Queens,27,29
083/27,Queens,Queens,27,29
084/27,Queens,Queens,27,24
085/27,Queens,Queens,27,24
086/27,Queens,Queens,27,29
087/27,Queens,Queens,27,19
088/27,Queens,Queens,27,29
089/27,Queens,Queens,27,24
001/28,Queens,Queens,28,32
002/28,Queens,Queens,28,32
003/28,Queens,Queens,28,32
004/28,Queens,Queens,28,32
005/28,Queens,Queens,28,29
006/28,Queens,Queens,28,30
007/28,Queens,Queens,28,29
008/28,Queens,Queens,28,29
009/28,Queens,Queens,28,32
010/28,Queens,Queens,28,29
011/28,Queens,Queens,28,29
012/28,Queens,Queens,28,29
013/28,Queens,Queens,28,32
014/28,Queens,Queens,28,30
015/28,Queens,Queens,28,30
016/28,Queens,Queens,28,30
017/28,Queens,Queens,28,30
018/28,Queens,Queens,28,29
019/28,Queens,Queens,28,29
020/28,Queens,Queens,28,29
021/28,Queens,Queens,28,29
022/28,Queens,Queens,28,29
023/28,Queens,Queens,28,29
024/28,Queens,Queens,28,29
025/28,Queens,Queens,28,29
026/28,Queens,Queens,28,29
027/28,Queens,Queens,28,29
028/28,Queens,Queens,28,29
029/28,Queens,Queens,28,29
030/28,Queens,Queens,28,29
031/28,Queens,Queens,28,29
032/28,Queens,Queens,28,29
033/28,Queens,Queens,28,29
034/28,Queens,Queens,28,29
035/28,Queens,Queens,28,29
036/28,Queens,Queens,28,29
037/28,Queens,Queens,28,29
038/28,Queens,Queens,28,29
039/28,Queens,Queens,28,29
040/28,Queens,Queens,28,29
041/28,Queens,Queens,28,29
042/28,Queens,Queens,28,29
043/28,Queens,Queens,28,29
044/28,Queens,Queens,28,29
045/28,Queens,Queens,28,29
046/28,Queens,Queens,28,29
047/28,Queens,Queens,28,29
048/28,Queens,Queens,28,29
049/28,Queens,Queens,28,29
050/28,Queens,Queens,28,29
051/28,Queens,Queens,28,29
052/28,Queens,Queens,28,29
053/28,Queens,Queens,28,29
054/28,Queens,Queens,28,29
055/28,Queens,Queens,28,29
056/28,Queens,Queens,28,29
057/28,Queens,Queens,28,29
058/28,Queens,Queens,28,29
059/28,Queens,Queens,28,29
060/28,Queens,Queens,28,29
061/28,Queens,Queens,28,29
062/28,Queens,Queens,28,29
063/28,Queens,Queens,28,29
064/28,Queens,Queens,28,29
065/28,Queens,Queens,28,29
066/28,Queens,Queens,28,29
067/28,Queens,Queens,28,29
068/28,Queens,Queens,28,29
069/28,Queens,Queens,28,29
070/28,Queens,Queens,28,30
071/28,Queens,Queens,28,30
072/28,Queens,Queens,28,30
073/28,Queens,Queens,28,30
074/28,Queens,Queens,28,30
075/28,Queens,Queens,28,30
076/28,Queens,Queens,28,30
077/28,Queens,Queens,28,30
078/28,Queens,Queens,28,30
080/28,Queens,Queens,28,29
081/28,Queens,Queens,28,29
082/28,Queens,Queens,28,30
083/28,Queens,Queens,28,30
084/28,Queens,Queens,28,29
085/28,Queens,Queens,28,29
086/28,Queens,Queens,28,29
087/28,Queens,Queens,28,29
088/28,Queens,Queens,28,29
089/28,Queens,Queens,28,29
001/29,Queens,Queens,29,24
002/29,Queens,Queens,29,24
003/29,Queens,Queens,29,27
004/29,Queens,Queens,29,27
005/29,Queens,Queens,29,27
006/29,Queens,Queens,29,24
007/29,Queens,Queens,29,24
008/29,Queens,Queens,29,24
009/29,Queens,Queens,29,27
010/29,Queens,Queens,29,27
011/29,Queens,Queens,29,27
012/29,Queens,Queens,29,27
013/29,Queens,Queens,29,27
014/29,Queens,Queens,29,27
015/29,Queens,Queens,29,27
016/29,Queens,Queens,29,27
017/29,Queens,Queens,29,27
018/29,Queens,Queens,29,27
019/29,Queens,Queens,29,27
020/29,Queens,Queens,29,27
021/29,Queens,Queens,29,27
022/29,Queens,Queens,29,27
023/29,Queens,Queens,29,27
024/29,Queens,Queens,29,27
025/29,Queens,Queens,29,27
026/29,Queens,Queens,29,27
027/29,Queens,Queens,29,27
028/29,Queens,Queens,29,27
029/29,Queens,Queens,29,27
030/29,Queens,Queens,29,27
031/29,Queens,Queens,29,27
032/29,Queens,Queens,29,27
033/29,Queens,Queens,29,27
034/29,Queens,Queens,29,27
035/29,Queens,Queens,29,27
036/29,Queens,Queens,29,23
037/29,Queens,Queens,29,23
038/29,Queens,Queens,29,23
039/29,Queens,Queens,29,23
040/29,Queens,Queens,29,27
041/29,Queens,Queens,29,31
042/29,Queens,Queens,29,31
043/29,Queens,Queens,29,31
044/29,Queens,Queens,29,31
045/29,Queens,Queens,29,31
046/29,Queens,Queens,29,31
047/29,Queens,Queens,29,31
048/29,Queens,Queens,29,31
049/29,Queens,Queens,29,31
050/29,Queens,Queens,29,31
051/29,Queens,Queens,29,31
052/29,Queens,Queens,29,31
053/29,Queens,Queens,29,31
054/29,Queens,Queens,29,31
055/29,Queens,Queens,29,31
056/29,Queens,Queens,29,31
057/29,Queens,Queens,29,31
058/29,Queens,Queens,29,31
059/29,Queens,Queens,29,31
060/29,Queens,Queens,29,31
061/29,Queens,Queens,29,31
062/29,Queens,Queens,29,31
063/29,Queens,Queens,29,31
064/29,Queens,Queens,29,31
065/29,Queens,Queens,29,31
066/29,Queens,Queens,29,31
067/29,Queens,Queens,29,31
068/29,Queens,Queens,29,31
069/29,Queens,Queens,29,27
070/29,Queens,Queens,29,27
071/29,Queens,Queens,29,31
072/29,Queens,Queens,29,27
073/29,Queens,Queens,29,27
074/29,Queens,Queens,29,27
075/29,Queens,Queens,29,27
076/29,Queens,Queens,29,23
077/29,Queens,Queens,29,31
078/29,Queens,Queens,29,31
079/29,Queens,Queens,29,31
080/29,Queens,Queens,29,27
001/30,Queens,Queens,30,29
002/30,Queens,Queens,30,29
003/30,Queens,Queens,30,29
004/30,Queens,Queens,30,30
005/30,Queens,Queens,30,30
006/30,Queens,Queens,30,30
007/30,Queens,Queens,30,30
008/30,Queens,Queens,30,30
009/30,Queens,Queens,30,30
010/30,Queens,Queens,30,30
011/30,Queens,Queens,30,30
012/30,Queens,Queens,30,30
013/30,Queens,Queens,30,30
014/30,Queens,Queens,30,30
015/30,Queens,Queens,30,30
016/30,Queens,Queens,30,30
017/30,Queens,Queens,30,30
018/30,Queens,Queens,30,30
019/30,Queens,Queens,30,30
020/30,Queens,Queens,30,29
021/30,Queens,Queens,30,30
022/30,Queens,Queens,30,30
023/30,Queens,Queens,30,30
024/30,Queens,Queens,30,30
025/30,Queens,Queens,30,30
026/30,Queens,Queens,30,30
027/30,Queens,Queens,30,30
028/30,Queens,Queens,30,30
029/30,Queens,Queens,30,30
030/30,Queens,Queens,30,25
031/30,Queens,Queens,30,25
032/30,Queens,Queens,30,29
033/30,Queens,Queens,30,29
034/30,Queens,Queens,30,30
035/30,Queens,Queens,30,22
036/30,Queens,Queens,30,30
037/30,Queens,Queens,30,30
038/30,Queens,Queens,30,26
039/30,Queens,Queens,30,26
040/30,Queens,Queens,30,26
041/30,Queens,Queens,30,30
042/30,Queens,Queens,30,26
043/30,Queens,Queens,30,26
044/30,Queens,Queens,30,26
045/30,Queens,Queens,30,26
046/30,Queens,Queens,30,26
047/30,Queens,Queens,30,26
048/30,Queens,Queens,30,26
049/30,Queens,Queens,30,26
050/30,Queens,Queens,30,26
051/30,Queens,Queens,30,26
052/30,Queens,Queens,30,26
053/30,Queens,Queens,30,26
054/30,Queens,Queens,30,26
055/30,Queens,Queens,30,26
056/30,Queens,Queens,30,26
057/30,Queens,Queens,30,26
058/30,Queens,Queens,30,26
059/30,Queens,Queens,30,26
060/30,Queens,Queens,30,22
061/30,Queens,Queens,30,22
062/30,Queens,Queens,30,26
063/30,Queens,Queens,30,26
064/30,Queens,Queens,30,22
065/30,Queens,Queens,30,26
066/30,Queens,Queens,30,26
067/30,Queens,Queens,30,26
068/30,Queens,Queens,30,26
069/30,Queens,Queens,30,26
073/30,Queens,Queens,30,30
074/30,Queens,Queens,30,30
075/30,Queens,Queens,30,30
076/30,Queens,Queens,30,26
077/30,Queens,Queens,30,26
078/30,Queens,Queens,30,22
079/30,Queens,Queens,30,26
080/30,Queens,Queens,30,26
081/30,Queens,Queens,30,26
